,irish_rainfall_year,irish_rainfall_month,median_monthly_rainfall,irish_rainfall_date
2253,1898,10,123.5,1898-10-01
2254,1898,11,122.7,1898-11-01
2255,1898,12,95.1,1898-12-01
2256,1899,1,133.4,1899-01-01
2257,1899,2,100.1,1899-02-01
2258,1899,3,52.7,1899-03-01
2259,1899,4,98.6,1899-04-01
2260,1899,5,87.8,1899-05-01
2261,1899,6,60.3,1899-06-01
2262,1899,7,77.0,1899-07-01
2263,1899,8,67.9,1899-08-01
2264,1899,9,82.4,1899-09-01
2265,1899,10,57.9,1899-10-01
2266,1899,11,92.9,1899-11-01
2267,1899,12,184.8,1899-12-01
2268,1900,1,114.4,1900-01-01
2269,1900,2,108.9,1900-02-01
2270,1900,3,26.1,1900-03-01
2271,1900,4,67.5,1900-04-01
2272,1900,5,79.9,1900-05-01
2273,1900,6,118.2,1900-06-01
2274,1900,7,75.7,1900-07-01
2275,1900,8,135.3,1900-08-01
2276,1900,9,46.7,1900-09-01
2277,1900,10,133.9,1900-10-01
2278,1900,11,166.8,1900-11-01
2279,1900,12,144.3,1900-12-01
2280,1901,1,108.7,1901-01-01
2281,1901,2,42.9,1901-02-01
2282,1901,3,80.6,1901-03-01
2283,1901,4,81.1,1901-04-01
2284,1901,5,49.1,1901-05-01
2285,1901,6,75.6,1901-06-01
2286,1901,7,33.3,1901-07-01
2287,1901,8,98.6,1901-08-01
2288,1901,9,133.6,1901-09-01
2289,1901,10,107.6,1901-10-01
2290,1901,11,96.4,1901-11-01
2291,1901,12,118.5,1901-12-01
2292,1902,1,70.9,1902-01-01
2293,1902,2,83.5,1902-02-01
2294,1902,3,67.2,1902-03-01
2295,1902,4,73.1,1902-04-01
2296,1902,5,69.5,1902-05-01
2297,1902,6,74.0,1902-06-01
2298,1902,7,80.7,1902-07-01
2299,1902,8,76.2,1902-08-01
2300,1902,9,86.8,1902-09-01
2301,1902,10,69.9,1902-10-01
2302,1902,11,144.8,1902-11-01
2303,1902,12,96.4,1902-12-01
2304,1903,1,161.1,1903-01-01
2305,1903,2,97.8,1903-02-01
2306,1903,3,168.6,1903-03-01
2307,1903,4,49.1,1903-04-01
2308,1903,5,70.7,1903-05-01
2309,1903,6,68.1,1903-06-01
2310,1903,7,129.9,1903-07-01
2311,1903,8,150.5,1903-08-01
2312,1903,9,106.0,1903-09-01
2313,1903,10,156.0,1903-10-01
2314,1903,11,73.2,1903-11-01
2315,1903,12,104.2,1903-12-01
2316,1904,1,120.1,1904-01-01
2317,1904,2,133.1,1904-02-01
2318,1904,3,77.1,1904-03-01
2319,1904,4,60.5,1904-04-01
2320,1904,5,65.3,1904-05-01
2321,1904,6,54.8,1904-06-01
2322,1904,7,99.8,1904-07-01
2323,1904,8,114.2,1904-08-01
2324,1904,9,96.1,1904-09-01
2325,1904,10,64.9,1904-10-01
2326,1904,11,75.2,1904-11-01
2327,1904,12,83.1,1904-12-01
2328,1905,1,75.3,1905-01-01
2329,1905,2,54.1,1905-02-01
2330,1905,3,135.1,1905-03-01
2331,1905,4,77.9,1905-04-01
2332,1905,5,37.3,1905-05-01
2333,1905,6,55.5,1905-06-01
2334,1905,7,49.2,1905-07-01
2335,1905,8,157.4,1905-08-01
2336,1905,9,52.7,1905-09-01
2337,1905,10,47.7,1905-10-01
2338,1905,11,113.9,1905-11-01
2339,1905,12,75.8,1905-12-01
2340,1906,1,135.2,1906-01-01
2341,1906,2,84.4,1906-02-01
2342,1906,3,67.6,1906-03-01
2343,1906,4,52.4,1906-04-01
2344,1906,5,99.0,1906-05-01
2345,1906,6,49.0,1906-06-01
2346,1906,7,64.8,1906-07-01
2347,1906,8,87.1,1906-08-01
2348,1906,9,34.5,1906-09-01
2349,1906,10,131.7,1906-10-01
2350,1906,11,72.5,1906-11-01
2351,1906,12,90.0,1906-12-01
2352,1907,1,47.0,1907-01-01
2353,1907,2,63.6,1907-02-01
2354,1907,3,75.6,1907-03-01
2355,1907,4,75.9,1907-04-01
2356,1907,5,104.7,1907-05-01
2357,1907,6,111.4,1907-06-01
2358,1907,7,69.7,1907-07-01
2359,1907,8,95.8,1907-08-01
2360,1907,9,40.0,1907-09-01
2361,1907,10,140.7,1907-10-01
2362,1907,11,92.7,1907-11-01
2363,1907,12,130.3,1907-12-01
2364,1908,1,84.4,1908-01-01
2365,1908,2,67.2,1908-02-01
2366,1908,3,106.3,1908-03-01
2367,1908,4,67.0,1908-04-01
2368,1908,5,74.4,1908-05-01
2369,1908,6,51.0,1908-06-01
2370,1908,7,81.3,1908-07-01
2371,1908,8,97.7,1908-08-01
2372,1908,9,151.4,1908-09-01
2373,1908,10,60.5,1908-10-01
2374,1908,11,73.7,1908-11-01
2375,1908,12,116.4,1908-12-01
2376,1909,1,72.8,1909-01-01
2377,1909,2,53.1,1909-02-01
2378,1909,3,91.9,1909-03-01
2379,1909,4,128.0,1909-04-01
2380,1909,5,52.0,1909-05-01
2381,1909,6,53.6,1909-06-01
2382,1909,7,75.7,1909-07-01
2383,1909,8,40.4,1909-08-01
2384,1909,9,63.1,1909-09-01
2385,1909,10,158.4,1909-10-01
2386,1909,11,49.7,1909-11-01
2387,1909,12,120.8,1909-12-01
2388,1910,1,101.1,1910-01-01
2389,1910,2,145.4,1910-02-01
2390,1910,3,67.5,1910-03-01
2391,1910,4,67.6,1910-04-01
2392,1910,5,65.0,1910-05-01
2393,1910,6,108.8,1910-06-01
2394,1910,7,88.8,1910-07-01
2395,1910,8,155.0,1910-08-01
2396,1910,9,28.7,1910-09-01
2397,1910,10,69.9,1910-10-01
2398,1910,11,114.7,1910-11-01
2399,1910,12,115.7,1910-12-01
2400,1911,1,46.7,1911-01-01
2401,1911,2,81.8,1911-02-01
2402,1911,3,56.6,1911-03-01
2403,1911,4,67.2,1911-04-01
2404,1911,5,56.2,1911-05-01
2405,1911,6,55.1,1911-06-01
2406,1911,7,80.3,1911-07-01
2407,1911,8,65.2,1911-08-01
2408,1911,9,73.4,1911-09-01
2409,1911,10,110.6,1911-10-01
2410,1911,11,130.9,1911-11-01
2411,1911,12,195.3,1911-12-01
2412,1912,1,114.2,1912-01-01
2413,1912,2,105.3,1912-02-01
2414,1912,3,122.6,1912-03-01
2415,1912,4,34.5,1912-04-01
2416,1912,5,38.5,1912-05-01
2417,1912,6,144.5,1912-06-01
2418,1912,7,117.3,1912-07-01
2419,1912,8,133.5,1912-08-01
2420,1912,9,25.2,1912-09-01
2421,1912,10,84.2,1912-10-01
2422,1912,11,75.4,1912-11-01
2423,1912,12,128.7,1912-12-01
2424,1913,1,173.0,1913-01-01
2425,1913,2,53.2,1913-02-01
2426,1913,3,106.6,1913-03-01
2427,1913,4,104.9,1913-04-01
2428,1913,5,114.2,1913-05-01
2429,1913,6,71.8,1913-06-01
2430,1913,7,24.3,1913-07-01
2431,1913,8,37.1,1913-08-01
2432,1913,9,107.1,1913-09-01
2433,1913,10,124.3,1913-10-01
2434,1913,11,120.4,1913-11-01
2435,1913,12,80.7,1913-12-01
2436,1914,1,59.6,1914-01-01
2437,1914,2,149.9,1914-02-01
2438,1914,3,125.5,1914-03-01
2439,1914,4,45.8,1914-04-01
2440,1914,5,52.1,1914-05-01
2441,1914,6,31.5,1914-06-01
2442,1914,7,85.4,1914-07-01
2443,1914,8,125.8,1914-08-01
2444,1914,9,62.7,1914-09-01
2445,1914,10,56.3,1914-10-01
2446,1914,11,117.7,1914-11-01
2447,1914,12,211.0,1914-12-01
2448,1915,1,102.7,1915-01-01
2449,1915,2,140.3,1915-02-01
2450,1915,3,31.1,1915-03-01
2451,1915,4,55.7,1915-04-01
2452,1915,5,47.3,1915-05-01
2453,1915,6,48.9,1915-06-01
2454,1915,7,134.2,1915-07-01
2455,1915,8,83.2,1915-08-01
2456,1915,9,49.4,1915-09-01
2457,1915,10,118.4,1915-10-01
2458,1915,11,89.2,1915-11-01
2459,1915,12,170.3,1915-12-01
2460,1916,1,75.5,1916-01-01
2461,1916,2,122.5,1916-02-01
2462,1916,3,58.6,1916-03-01
2463,1916,4,94.8,1916-04-01
2464,1916,5,113.8,1916-05-01
2465,1916,6,66.3,1916-06-01
2466,1916,7,59.6,1916-07-01
2467,1916,8,84.5,1916-08-01
2468,1916,9,55.2,1916-09-01
2469,1916,10,206.2,1916-10-01
2470,1916,11,162.9,1916-11-01
2471,1916,12,93.6,1916-12-01
2472,1917,1,62.1,1917-01-01
2473,1917,2,48.4,1917-02-01
2474,1917,3,83.2,1917-03-01
2475,1917,4,48.5,1917-04-01
2476,1917,5,87.6,1917-05-01
2477,1917,6,60.3,1917-06-01
2478,1917,7,67.9,1917-07-01
2479,1917,8,195.7,1917-08-01
2480,1917,9,56.7,1917-09-01
2481,1917,10,139.6,1917-10-01
2482,1917,11,99.3,1917-11-01
2483,1917,12,71.2,1917-12-01
2484,1918,1,102.0,1918-01-01
2485,1918,2,124.1,1918-02-01
2486,1918,3,53.0,1918-03-01
2487,1918,4,38.9,1918-04-01
2488,1918,5,64.3,1918-05-01
2489,1918,6,45.5,1918-06-01
2490,1918,7,100.4,1918-07-01
2491,1918,8,76.3,1918-08-01
2492,1918,9,174.0,1918-09-01
2493,1918,10,120.7,1918-10-01
2494,1918,11,97.4,1918-11-01
2495,1918,12,145.2,1918-12-01
2496,1919,1,116.6,1919-01-01
2497,1919,2,64.3,1919-02-01
2498,1919,3,80.7,1919-03-01
2499,1919,4,48.8,1919-04-01
2500,1919,5,78.7,1919-05-01
2501,1919,6,66.3,1919-06-01
2502,1919,7,34.3,1919-07-01
2503,1919,8,82.0,1919-08-01
2504,1919,9,73.6,1919-09-01
2505,1919,10,38.0,1919-10-01
2506,1919,11,73.2,1919-11-01
2507,1919,12,160.9,1919-12-01
2508,1920,1,144.3,1920-01-01
2509,1920,2,66.9,1920-02-01
2510,1920,3,102.0,1920-03-01
2511,1920,4,102.6,1920-04-01
2512,1920,5,103.5,1920-05-01
2513,1920,6,53.7,1920-06-01
2514,1920,7,125.4,1920-07-01
2515,1920,8,70.3,1920-08-01
2516,1920,9,66.5,1920-09-01
2517,1920,10,130.4,1920-10-01
2518,1920,11,105.1,1920-11-01
2519,1920,12,104.1,1920-12-01
2520,1921,1,110.5,1921-01-01
2521,1921,2,47.2,1921-02-01
2522,1921,3,94.7,1921-03-01
2523,1921,4,26.1,1921-04-01
2524,1921,5,60.5,1921-05-01
2525,1921,6,8.4,1921-06-01
2526,1921,7,106.6,1921-07-01
2527,1921,8,112.5,1921-08-01
2528,1921,9,41.6,1921-09-01
2529,1921,10,86.3,1921-10-01
2530,1921,11,110.8,1921-11-01
2531,1921,12,91.8,1921-12-01
2532,1922,1,120.5,1922-01-01
2533,1922,2,108.7,1922-02-01
2534,1922,3,58.8,1922-03-01
2535,1922,4,82.1,1922-04-01
2536,1922,5,49.6,1922-05-01
2537,1922,6,46.9,1922-06-01
2538,1922,7,93.6,1922-07-01
2539,1922,8,111.6,1922-08-01
2540,1922,9,88.5,1922-09-01
2541,1922,10,39.1,1922-10-01
2542,1922,11,50.6,1922-11-01
2543,1922,12,111.0,1922-12-01
2544,1923,1,82.9,1923-01-01
2545,1923,2,174.1,1923-02-01
2546,1923,3,70.5,1923-03-01
2547,1923,4,97.2,1923-04-01
2548,1923,5,46.2,1923-05-01
2549,1923,6,29.1,1923-06-01
2550,1923,7,79.3,1923-07-01
2551,1923,8,156.8,1923-08-01
2552,1923,9,108.4,1923-09-01
2553,1923,10,123.1,1923-10-01
2554,1923,11,97.6,1923-11-01
2555,1923,12,98.9,1923-12-01
2556,1924,1,152.6,1924-01-01
2557,1924,2,48.3,1924-02-01
2558,1924,3,36.1,1924-03-01
2559,1924,4,86.5,1924-04-01
2560,1924,5,104.3,1924-05-01
2561,1924,6,98.3,1924-06-01
2562,1924,7,107.8,1924-07-01
2563,1924,8,118.7,1924-08-01
2564,1924,9,164.0,1924-09-01
2565,1924,10,100.4,1924-10-01
2566,1924,11,111.1,1924-11-01
2567,1924,12,165.7,1924-12-01
2568,1925,1,118.0,1925-01-01
2569,1925,2,123.0,1925-02-01
2570,1925,3,27.0,1925-03-01
2571,1925,4,106.5,1925-04-01
2572,1925,5,132.2,1925-05-01
2573,1925,6,15.6,1925-06-01
2574,1925,7,89.3,1925-07-01
2575,1925,8,72.8,1925-08-01
2576,1925,9,76.4,1925-09-01
2577,1925,10,105.5,1925-10-01
2578,1925,11,73.1,1925-11-01
2579,1925,12,85.7,1925-12-01
2580,1926,1,183.1,1926-01-01
2581,1926,2,90.9,1926-02-01
2582,1926,3,42.4,1926-03-01
2583,1926,4,63.3,1926-04-01
2584,1926,5,84.9,1926-05-01
2585,1926,6,76.3,1926-06-01
2586,1926,7,79.8,1926-07-01
2587,1926,8,88.3,1926-08-01
2588,1926,9,59.1,1926-09-01
2589,1926,10,92.0,1926-10-01
2590,1926,11,145.4,1926-11-01
2591,1926,12,31.1,1926-12-01
2592,1927,1,127.3,1927-01-01
2593,1927,2,72.7,1927-02-01
2594,1927,3,109.5,1927-03-01
2595,1927,4,48.6,1927-04-01
2596,1927,5,47.7,1927-05-01
2597,1927,6,93.3,1927-06-01
2598,1927,7,97.4,1927-07-01
2599,1927,8,138.8,1927-08-01
2600,1927,9,115.0,1927-09-01
2601,1927,10,87.5,1927-10-01
2602,1927,11,101.7,1927-11-01
2603,1927,12,105.1,1927-12-01
2604,1928,1,155.0,1928-01-01
2605,1928,2,101.2,1928-02-01
2606,1928,3,131.9,1928-03-01
2607,1928,4,68.1,1928-04-01
2608,1928,5,45.5,1928-05-01
2609,1928,6,144.8,1928-06-01
2610,1928,7,50.6,1928-07-01
2611,1928,8,138.9,1928-08-01
2612,1928,9,67.5,1928-09-01
2613,1928,10,172.5,1928-10-01
2614,1928,11,146.1,1928-11-01
2615,1928,12,115.0,1928-12-01
2616,1929,1,56.4,1929-01-01
2617,1929,2,135.2,1929-02-01
2618,1929,3,20.0,1929-03-01
2619,1929,4,34.2,1929-04-01
2620,1929,5,76.3,1929-05-01
2621,1929,6,57.5,1929-06-01
2622,1929,7,100.1,1929-07-01
2623,1929,8,117.3,1929-08-01
2624,1929,9,32.1,1929-09-01
2625,1929,10,125.9,1929-10-01
2626,1929,11,160.9,1929-11-01
2627,1929,12,219.1,1929-12-01
2628,1930,1,155.5,1930-01-01
2629,1930,2,28.8,1930-02-01
2630,1930,3,125.3,1930-03-01
2631,1930,4,53.1,1930-04-01
2632,1930,5,53.3,1930-05-01
2633,1930,6,59.4,1930-06-01
2634,1930,7,89.4,1930-07-01
2635,1930,8,158.7,1930-08-01
2636,1930,9,115.6,1930-09-01
2637,1930,10,160.5,1930-10-01
2638,1930,11,121.2,1930-11-01
2639,1930,12,117.1,1930-12-01
2640,1931,1,83.4,1931-01-01
2641,1931,2,82.9,1931-02-01
2642,1931,3,95.2,1931-03-01
2643,1931,4,78.3,1931-04-01
2644,1931,5,117.7,1931-05-01
2645,1931,6,116.8,1931-06-01
2646,1931,7,103.6,1931-07-01
2647,1931,8,86.2,1931-08-01
2648,1931,9,77.7,1931-09-01
2649,1931,10,55.6,1931-10-01
2650,1931,11,197.5,1931-11-01
2651,1931,12,77.1,1931-12-01
2652,1932,1,122.0,1932-01-01
2653,1932,2,7.3,1932-02-01
2654,1932,3,62.1,1932-03-01
2655,1932,4,86.3,1932-04-01
2656,1932,5,89.7,1932-05-01
2657,1932,6,40.8,1932-06-01
2658,1932,7,119.5,1932-07-01
2659,1932,8,62.2,1932-08-01
2660,1932,9,84.1,1932-09-01
2661,1932,10,111.4,1932-10-01
2662,1932,11,61.7,1932-11-01
2663,1932,12,167.0,1932-12-01
2664,1933,1,93.3,1933-01-01
2665,1933,2,87.8,1933-02-01
2666,1933,3,84.5,1933-03-01
2667,1933,4,44.7,1933-04-01
2668,1933,5,84.3,1933-05-01
2669,1933,6,66.2,1933-06-01
2670,1933,7,76.3,1933-07-01
2671,1933,8,52.1,1933-08-01
2672,1933,9,33.9,1933-09-01
2673,1933,10,87.9,1933-10-01
2674,1933,11,50.5,1933-11-01
2675,1933,12,59.6,1933-12-01
2676,1934,1,108.1,1934-01-01
2677,1934,2,8.3,1934-02-01
2678,1934,3,94.9,1934-03-01
2679,1934,4,80.6,1934-04-01
2680,1934,5,69.1,1934-05-01
2681,1934,6,51.3,1934-06-01
2682,1934,7,54.4,1934-07-01
2683,1934,8,125.9,1934-08-01
2684,1934,9,160.9,1934-09-01
2685,1934,10,118.3,1934-10-01
2686,1934,11,43.8,1934-11-01
2687,1934,12,188.4,1934-12-01
2688,1935,1,41.4,1935-01-01
2689,1935,2,103.1,1935-02-01
2690,1935,3,45.5,1935-03-01
2691,1935,4,84.1,1935-04-01
2692,1935,5,33.2,1935-05-01
2693,1935,6,133.9,1935-06-01
2694,1935,7,27.4,1935-07-01
2695,1935,8,71.5,1935-08-01
2696,1935,9,155.6,1935-09-01
2697,1935,10,114.4,1935-10-01
2698,1935,11,128.1,1935-11-01
2699,1935,12,86.5,1935-12-01
2700,1936,1,144.0,1936-01-01
2701,1936,2,83.2,1936-02-01
2702,1936,3,73.8,1936-03-01
2703,1936,4,49.0,1936-04-01
2704,1936,5,38.6,1936-05-01
2705,1936,6,89.2,1936-06-01
2706,1936,7,169.5,1936-07-01
2707,1936,8,44.5,1936-08-01
2708,1936,9,106.4,1936-09-01
2709,1936,10,73.3,1936-10-01
2710,1936,11,110.2,1936-11-01
2711,1936,12,127.3,1936-12-01
2712,1937,1,174.9,1937-01-01
2713,1937,2,137.3,1937-02-01
2714,1937,3,94.3,1937-03-01
2715,1937,4,82.4,1937-04-01
2716,1937,5,55.5,1937-05-01
2717,1937,6,47.6,1937-06-01
2718,1937,7,117.1,1937-07-01
2719,1937,8,70.8,1937-08-01
2720,1937,9,102.9,1937-09-01
2721,1937,10,68.6,1937-10-01
2722,1937,11,69.2,1937-11-01
2723,1937,12,77.2,1937-12-01
2724,1938,1,131.4,1938-01-01
2725,1938,2,58.7,1938-02-01
2726,1938,3,47.5,1938-03-01
2727,1938,4,5.3,1938-04-01
2728,1938,5,99.6,1938-05-01
2729,1938,6,102.2,1938-06-01
2730,1938,7,134.1,1938-07-01
2731,1938,8,89.4,1938-08-01
2732,1938,9,75.9,1938-09-01
2733,1938,10,176.0,1938-10-01
2734,1938,11,159.3,1938-11-01
2735,1938,12,124.0,1938-12-01
2736,1939,1,130.0,1939-01-01
2737,1939,2,96.9,1939-02-01
2738,1939,3,79.7,1939-03-01
2739,1939,4,48.2,1939-04-01
2740,1939,5,30.4,1939-05-01
2741,1939,6,59.8,1939-06-01
2742,1939,7,119.1,1939-07-01
2743,1939,8,50.4,1939-08-01
2744,1939,9,59.1,1939-09-01
2745,1939,10,86.0,1939-10-01
2746,1939,11,193.5,1939-11-01
2747,1939,12,84.0,1939-12-01
2748,1940,1,106.2,1940-01-01
2749,1940,2,127.5,1940-02-01
2750,1940,3,95.0,1940-03-01
2751,1940,4,97.9,1940-04-01
2752,1940,5,47.8,1940-05-01
2753,1940,6,35.5,1940-06-01
2754,1940,7,95.2,1940-07-01
2755,1940,8,18.2,1940-08-01
2756,1940,9,65.3,1940-09-01
2757,1940,10,177.0,1940-10-01
2758,1940,11,139.4,1940-11-01
2759,1940,12,114.6,1940-12-01
2760,1941,1,106.3,1941-01-01
2761,1941,2,107.6,1941-02-01
2762,1941,3,86.8,1941-03-01
2763,1941,4,45.4,1941-04-01
2764,1941,5,68.9,1941-05-01
2765,1941,6,25.2,1941-06-01
2766,1941,7,75.4,1941-07-01
2767,1941,8,93.6,1941-08-01
2768,1941,9,32.0,1941-09-01
2769,1941,10,92.3,1941-10-01
2770,1941,11,167.5,1941-11-01
2771,1941,12,62.4,1941-12-01
2772,1942,1,150.3,1942-01-01
2773,1942,2,39.2,1942-02-01
2774,1942,3,97.6,1942-03-01
2775,1942,4,62.5,1942-04-01
2776,1942,5,112.8,1942-05-01
2777,1942,6,13.1,1942-06-01
2778,1942,7,93.3,1942-07-01
2779,1942,8,124.7,1942-08-01
2780,1942,9,116.0,1942-09-01
2781,1942,10,66.1,1942-10-01
2782,1942,11,24.2,1942-11-01
2783,1942,12,140.1,1942-12-01
2784,1943,1,175.8,1943-01-01
2785,1943,2,55.2,1943-02-01
2786,1943,3,33.5,1943-03-01
2787,1943,4,54.9,1943-04-01
2788,1943,5,103.5,1943-05-01
2789,1943,6,80.3,1943-06-01
2790,1943,7,61.8,1943-07-01
2791,1943,8,119.4,1943-08-01
2792,1943,9,96.4,1943-09-01
2793,1943,10,125.7,1943-10-01
2794,1943,11,80.6,1943-11-01
2795,1943,12,72.3,1943-12-01
2796,1944,1,108.9,1944-01-01
2797,1944,2,36.9,1944-02-01
2798,1944,3,16.9,1944-03-01
2799,1944,4,68.4,1944-04-01
2800,1944,5,45.6,1944-05-01
2801,1944,6,58.2,1944-06-01
2802,1944,7,97.1,1944-07-01
2803,1944,8,77.5,1944-08-01
2804,1944,9,132.9,1944-09-01
2805,1944,10,139.1,1944-10-01
2806,1944,11,160.3,1944-11-01
2807,1944,12,120.9,1944-12-01
2808,1945,1,88.2,1945-01-01
2809,1945,2,102.8,1945-02-01
2810,1945,3,42.3,1945-03-01
2811,1945,4,43.0,1945-04-01
2812,1945,5,98.5,1945-05-01
2813,1945,6,108.8,1945-06-01
2814,1945,7,114.4,1945-07-01
2815,1945,8,59.1,1945-08-01
2816,1945,9,92.1,1945-09-01
2817,1945,10,105.4,1945-10-01
2818,1945,11,34.2,1945-11-01
2819,1945,12,137.4,1945-12-01
2820,1946,1,125.4,1946-01-01
2821,1946,2,88.0,1946-02-01
2822,1946,3,59.2,1946-03-01
2823,1946,4,34.1,1946-04-01
2824,1946,5,64.7,1946-05-01
2825,1946,6,99.3,1946-06-01
2826,1946,7,88.1,1946-07-01
2827,1946,8,150.8,1946-08-01
2828,1946,9,162.9,1946-09-01
2829,1946,10,68.7,1946-10-01
2830,1946,11,136.6,1946-11-01
2831,1946,12,136.3,1946-12-01
2832,1947,1,135.9,1947-01-01
2833,1947,2,71.9,1947-02-01
2834,1947,3,184.8,1947-03-01
2835,1947,4,104.9,1947-04-01
2836,1947,5,115.2,1947-05-01
2837,1947,6,122.9,1947-06-01
2838,1947,7,92.0,1947-07-01
2839,1947,8,27.8,1947-08-01
2840,1947,9,79.7,1947-09-01
2841,1947,10,71.7,1947-10-01
2842,1947,11,134.6,1947-11-01
2843,1947,12,106.0,1947-12-01
2844,1948,1,200.5,1948-01-01
2845,1948,2,67.6,1948-02-01
2846,1948,3,74.8,1948-03-01
2847,1948,4,65.5,1948-04-01
2848,1948,5,59.9,1948-05-01
2849,1948,6,91.0,1948-06-01
2850,1948,7,70.8,1948-07-01
2851,1948,8,98.2,1948-08-01
2852,1948,9,93.6,1948-09-01
2853,1948,10,106.8,1948-10-01
2854,1948,11,94.0,1948-11-01
2855,1948,12,199.0,1948-12-01
2856,1949,1,71.6,1949-01-01
2857,1949,2,71.5,1949-02-01
2858,1949,3,57.5,1949-03-01
2859,1949,4,75.9,1949-04-01
2860,1949,5,60.9,1949-05-01
2861,1949,6,30.8,1949-06-01
2862,1949,7,62.3,1949-07-01
2863,1949,8,104.1,1949-08-01
2864,1949,9,63.4,1949-09-01
2865,1949,10,157.2,1949-10-01
2866,1949,11,102.5,1949-11-01
2867,1949,12,115.2,1949-12-01
2868,1950,1,68.8,1950-01-01
2869,1950,2,138.7,1950-02-01
2870,1950,3,57.6,1950-03-01
2871,1950,4,89.0,1950-04-01
2872,1950,5,31.8,1950-05-01
2873,1950,6,61.2,1950-06-01
2874,1950,7,126.1,1950-07-01
2875,1950,8,152.1,1950-08-01
2876,1950,9,164.1,1950-09-01
2877,1950,10,88.3,1950-10-01
2878,1950,11,93.5,1950-11-01
2879,1950,12,99.2,1950-12-01
2880,1951,1,125.4,1951-01-01
2881,1951,2,98.6,1951-02-01
2882,1951,3,85.8,1951-03-01
2883,1951,4,49.7,1951-04-01
2884,1951,5,56.6,1951-05-01
2885,1951,6,53.6,1951-06-01
2886,1951,7,68.9,1951-07-01
2887,1951,8,134.6,1951-08-01
2888,1951,9,128.7,1951-09-01
2889,1951,10,53.3,1951-10-01
2890,1951,11,153.6,1951-11-01
2891,1951,12,162.3,1951-12-01
2892,1952,1,127.0,1952-01-01
2893,1952,2,24.9,1952-02-01
2894,1952,3,67.6,1952-03-01
2895,1952,4,64.3,1952-04-01
2896,1952,5,65.2,1952-05-01
2897,1952,6,63.5,1952-06-01
2898,1952,7,33.0,1952-07-01
2899,1952,8,100.0,1952-08-01
2900,1952,9,53.6,1952-09-01
2901,1952,10,145.7,1952-10-01
2902,1952,11,79.7,1952-11-01
2903,1952,12,104.7,1952-12-01
2904,1953,1,40.3,1953-01-01
2905,1953,2,47.5,1953-02-01
2906,1953,3,19.9,1953-03-01
2907,1953,4,72.9,1953-04-01
2908,1953,5,59.8,1953-05-01
2909,1953,6,43.6,1953-06-01
2910,1953,7,129.0,1953-07-01
2911,1953,8,96.0,1953-08-01
2912,1953,9,107.8,1953-09-01
2913,1953,10,88.0,1953-10-01
2914,1953,11,104.3,1953-11-01
2915,1953,12,87.8,1953-12-01
2916,1954,1,79.4,1954-01-01
2917,1954,2,117.0,1954-02-01
2918,1954,3,101.5,1954-03-01
2919,1954,4,28.7,1954-04-01
2920,1954,5,104.3,1954-05-01
2921,1954,6,65.9,1954-06-01
2922,1954,7,89.4,1954-07-01
2923,1954,8,79.1,1954-08-01
2924,1954,9,129.3,1954-09-01
2925,1954,10,173.9,1954-10-01
2926,1954,11,145.0,1954-11-01
2927,1954,12,128.0,1954-12-01
2928,1955,1,111.9,1955-01-01
2929,1955,2,100.7,1955-02-01
2930,1955,3,39.6,1955-03-01
2931,1955,4,71.5,1955-04-01
2932,1955,5,91.7,1955-05-01
2933,1955,6,129.2,1955-06-01
2934,1955,7,18.9,1955-07-01
2935,1955,8,47.1,1955-08-01
2936,1955,9,83.0,1955-09-01
2937,1955,10,58.9,1955-10-01
2938,1955,11,87.7,1955-11-01
2939,1955,12,138.8,1955-12-01
2940,1956,1,106.8,1956-01-01
2941,1956,2,35.2,1956-02-01
2942,1956,3,86.4,1956-03-01
2943,1956,4,29.2,1956-04-01
2944,1956,5,44.7,1956-05-01
2945,1956,6,78.1,1956-06-01
2946,1956,7,119.8,1956-07-01
2947,1956,8,141.2,1956-08-01
2948,1956,9,122.6,1956-09-01
2949,1956,10,73.9,1956-10-01
2950,1956,11,66.7,1956-11-01
2951,1956,12,161.5,1956-12-01
2952,1957,1,127.1,1957-01-01
2953,1957,2,92.4,1957-02-01
2954,1957,3,128.7,1957-03-01
2955,1957,4,33.1,1957-04-01
2956,1957,5,59.5,1957-05-01
2957,1957,6,47.1,1957-06-01
2958,1957,7,100.2,1957-07-01
2959,1957,8,87.9,1957-08-01
2960,1957,9,166.0,1957-09-01
2961,1957,10,110.1,1957-10-01
2962,1957,11,44.0,1957-11-01
2963,1957,12,112.7,1957-12-01
2964,1958,1,131.4,1958-01-01
2965,1958,2,121.0,1958-02-01
2966,1958,3,81.3,1958-03-01
2967,1958,4,34.5,1958-04-01
2968,1958,5,110.0,1958-05-01
2969,1958,6,127.9,1958-06-01
2970,1958,7,121.2,1958-07-01
2971,1958,8,141.8,1958-08-01
2972,1958,9,139.9,1958-09-01
2973,1958,10,71.9,1958-10-01
2974,1958,11,69.1,1958-11-01
2975,1958,12,130.9,1958-12-01
2976,1959,1,84.7,1959-01-01
2977,1959,2,30.3,1959-02-01
2978,1959,3,95.7,1959-03-01
2979,1959,4,83.5,1959-04-01
2980,1959,5,54.9,1959-05-01
2981,1959,6,62.9,1959-06-01
2982,1959,7,63.1,1959-07-01
2983,1959,8,32.2,1959-08-01
2984,1959,9,38.2,1959-09-01
2985,1959,10,146.0,1959-10-01
2986,1959,11,121.9,1959-11-01
